Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2025,"LAA",20,282,735,32,83,82,9,0.062585034,0.254421768,0.185074627,0.260393873,0.225373134,0.283765347,0.410447761,0.30232925531141386,,96.16000613691075,0.9637287687510252,-2.3816146035134347,-4.646804972784594,1.9206709590203368
2013,"HOU",162,2266,6020,148,610,566,110,0.070764119,0.254983388,0.135972146,0.304039874,0.239508887,0.298844801,0.375481033,0.29775092881385556,,84.875480835987,-8.896278840489686,-112.71045677350979,-64.98679514229298,1.769474526876196
2025,"HOU",20,290,743,17,75,68,18,0.094212651,0.219380888,0.111450382,0.268191268,0.222900763,0.303112313,0.334351145,0.2860376332081905,,87.7241173239011,0.41394495964050293,-9.748206591102683,0.16955668991431594,1.6833324484608616
2020,"PIT",60,873,2134,59,219,210,16,0.078256794,0.244142455,0.137163561,0.267739575,0.219979296,0.283764705,0.357142857,0.27908036358911176,,71.61208970715913,-2.7905784100294113,-80.25772518078722,3.064929062500596,1.5772391966139307
2010,"PIT",162,2327,5974,126,587,570,87,0.07750251,0.202042182,0.131451912,0.288056779,0.241923505,0.304142011,0.373375417,0.3000804717621334,,84.21407400469933,-5.815508303232491,-119.02486358745512,-48.493354882113636,1.571258059337004
2025,"MIL",21,316,782,21,98,89,24,0.081841432,0.225063938,0.139167862,0.274703557,0.229555236,0.299354838,0.368723098,0.29594489692715165,,87.40208239452623,2.8496301150880754,-8.86240223345194,-1.4322446286678314,1.533948805712832
2025,"TEX",21,295,715,22,67,65,19,0.06013986,0.222377622,0.15,0.258799171,0.222727272,0.275910364,0.372727272,0.2853750474332424,,86.087493774373,1.7357489243149757,-9.618120546068624,-3.6221662405878305,1.1999578629341834
2025,"WSN",20,284,733,23,89,87,21,0.09276944,0.214188267,0.152307693,0.267368421,0.23076923,0.307270233,0.383076923,0.30715563235132454,,96.12234803892589,-1.2996695917099714,-4.752103245359074,-7.291010764427483,1.187960720706298
2025,"CIN",21,309,769,22,93,89,15,0.094928478,0.234070221,0.140762463,0.273291925,0.225806451,0.307692307,0.366568914,0.3019702453993008,,85.92430526059252,-1.9301880305283703,-14.86741674352606,1.0227180081419647,1.1199766884115416
2020,"COL",60,888,2257,63,275,264,42,0.071333628,0.240584847,0.148274186,0.31632653,0.256684491,0.311081441,0.404958677,0.30744707061673704,,75.83711777920072,6.467918219044805,-63.2113841646715,-9.155159901827574,1.0214116732633192
2025,"MIN",21,318,763,15,73,70,12,0.072083879,0.226736566,0.127351664,0.262327416,0.214182344,0.283093053,0.341534008,0.2793249452677299,,82.05750950398765,2.178308835369535,-13.07455479092307,-4.095239562913775,0.9630875349060719
2019,"DET",161,2316,6039,149,582,556,57,0.064745818,0.264116575,0.147954587,0.30777229,0.240223463,0.293864013,0.38817805,0.28951888873261655,,77.47139781050436,3.0141121649648994,-171.17642786490416,-48.60085770767182,-0.10628383146249254
2020,"TEX",60,865,2147,62,224,204,49,0.077782952,0.255239869,0.146694215,0.266369047,0.216942148,0.284848484,0.363636363,0.28256942984325434,,76.20415820859468,3.3186115878634155,-59.72683533246289,-22.814120549708605,-0.3609171973182125
2025,"KCR",22,322,795,11,63,63,15,0.079245283,0.210062893,0.099300699,0.255083179,0.208391608,0.279393173,0.307692307,0.2644019723694942,,66.62173824595436,-0.7644042484462261,-30.467894535478862,-2.8804809590801597,-0.6103011048041058
2025,"PIT",22,321,811,16,74,73,28,0.097410604,0.249075215,0.115598886,0.255445544,0.20194986,0.286419753,0.317548746,0.2714242132554143,,69.53497473739672,-0.8647955418564379,-30.376914013507466,-1.7940734289586544,-0.6530797253345206
2025,"CHW",20,312,716,14,60,58,13,0.087988826,0.234636871,0.102643857,0.238197424,0.194401244,0.266479663,0.297045101,0.2556537584536206,,64.16647626584565,-1.188830112107098,-29.81170052487645,-1.53774209972471,-0.6869263341831573
2025,"COL",19,286,702,13,63,62,9,0.076923076,0.301994301,0.130914826,0.307506053,0.220820189,0.289586305,0.351735015,0.28460348557606124,,67.86858469734393,-0.12666800618171692,-27.142855987938738,-3.554353065788746,-0.8628356137451596
2024,"CHW",162,2360,5869,133,507,485,90,0.067302777,0.239052649,0.119450121,0.272070211,0.220509009,0.277872777,0.33995913,0.27229369751190485,,74.77121007103031,-8.82659424468875,-178.32369107751498,-78.4566458761692,-6.274780010767031
